source_id,material_label,family,composition_json,E_Pa,rho_kg_m3,alpha_1_K,a_m2_s,sigma_y_Pa,cost_vol,cost_currency,Tg_K,m_fragility,provenance_json
SG-217-20175,SG-217-20175,germanate,"{""Bi2O3_mol_frac"": 0.0221205186843872, ""GeO2_mol_frac"": 0.7627764892578125, ""Na2O_mol_frac"": 0.1075514888763427, ""SiO2_mol_frac"": 0.1075514888763427}",66800003051.75781,3980.9999465942383,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 70, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-217-20176,SG-217-20176,germanate,"{""Bi2O3_mol_frac"": 0.0346385550498962, ""GeO2_mol_frac"": 0.7530120849609375, ""Na2O_mol_frac"": 0.1061747074127197, ""SiO2_mol_frac"": 0.1061747074127197}",67199996948.24219,4010.000228881836,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 71, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-217-20177,SG-217-20177,germanate,"{""Bi2O3_mol_frac"": 0.0482553815841674, ""GeO2_mol_frac"": 0.7423905181884766, ""Na2O_mol_frac"": 0.1046770668029785, ""SiO2_mol_frac"": 0.1046770668029785}",66199996948.24219,4164.999961853027,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 72, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-217-20178,SG-217-20178,germanate,"{""Bi2O3_mol_frac"": 0.0803443431854248, ""GeO2_mol_frac"": 0.7173601531982422, ""Na2O_mol_frac"": 0.1011477851867675, ""SiO2_mol_frac"": 0.1011477851867675}",65500000000.0,4289.999961853027,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 73, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-217-20179,SG-217-20179,germanate,"{""Bi2O3_mol_frac"": 0.0990864276885986, ""GeO2_mol_frac"": 0.7027406311035156, ""Na2O_mol_frac"": 0.0990864276885986, ""SiO2_mol_frac"": 0.0990864276885986}",64699996948.24219,4553.999900817871,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 74, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-217-20180,SG-217-20180,germanate,"{""Bi2O3_mol_frac"": 0.1066202068328857, ""GeO2_mol_frac"": 0.6968640899658203, ""Na2O_mol_frac"": 0.0982578372955322, ""SiO2_mol_frac"": 0.0982578372955322}",64500000000.0,4703.999996185303,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 75, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-217-20181,SG-217-20181,germanate,"{""Bi2O3_mol_frac"": 0.1430481243133544, ""GeO2_mol_frac"": 0.6684491729736328, ""Na2O_mol_frac"": 0.0942513370513916, ""SiO2_mol_frac"": 0.0942513370513916}",63900001525.87891,4783.999919891357,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 76, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-217-20182,SG-217-20182,germanate,"{""Bi2O3_mol_frac"": 0.1691510009765625, ""GeO2_mol_frac"": 0.6480880737304687, ""Na2O_mol_frac"": 0.0913804244995117, ""SiO2_mol_frac"": 0.0913804244995117}",63700000762.93945,5110.000133514404,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 77, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-217-20183,SG-217-20183,germanate,"{""Bi2O3_mol_frac"": 0.1992504692077636, ""GeO2_mol_frac"": 0.6246096038818361, ""Na2O_mol_frac"": 0.088069953918457, ""SiO2_mol_frac"": 0.088069953918457}",63400001525.87891,5306.000232696533,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 78, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-217-20184,SG-217-20184,germanate,"{""Bi2O3_mol_frac"": 0.234169635772705, ""GeO2_mol_frac"": 0.5973715591430664, ""Na2O_mol_frac"": 0.084229393005371, ""SiO2_mol_frac"": 0.084229393005371}",62500000000.0,5684.999942779541,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 79, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-218-20108,SG-218-20108,germanate,"{""GeO2_mol_frac"": 0.7137758636474609, ""Na2O_mol_frac"": 0.1006423950195312, ""SiO2_mol_frac"": 0.1855817222595215}",70400001525.8789,3714.999914169312,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 80, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-218-20109,SG-218-20109,germanate,"{""GeO2_mol_frac"": 0.677966079711914, ""Na2O_mol_frac"": 0.0955932235717773, ""SiO2_mol_frac"": 0.2264406776428222}",70300003051.75781,3611.999988555908,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 81, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-218-20110,SG-218-20110,germanate,"{""GeO2_mol_frac"": 0.6116207885742189, ""Na2O_mol_frac"": 0.0862385368347168, ""SiO2_mol_frac"": 0.3021406745910645}",69800003051.75781,3457.0000171661377,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 82, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-218-20111,SG-218-20111,germanate,"{""GeO2_mol_frac"": 0.5685048675537109, ""Na2O_mol_frac"": 0.0801591873168945, ""SiO2_mol_frac"": 0.3513359832763671}",69199996948.24219,3368.000030517578,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 83, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-218-20112,SG-218-20112,germanate,"{""GeO2_mol_frac"": 0.5379236221313477, ""Na2O_mol_frac"": 0.0758472347259521, ""SiO2_mol_frac"": 0.3862291717529297}",68099998474.12109,3298.0000972747803,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 84, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-218-20127,SG-218-20127,germanate,"{""GeO2_mol_frac"": 0.7496251678466797, ""Na2O_mol_frac"": 0.1056971549987793, ""SiO2_mol_frac"": 0.1056971549987793, ""ZrO2_mol_frac"": 0.0389805102348327}",69500000000.0,3812.999963760376,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 85, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-210-20034,SG-210-20034,silicate,"{""GeO2_mol_frac"": 0.1050000095367431, ""K2O_mol_frac"": 0.0210000014305114, ""Li2O_mol_frac"": 0.2320000267028809, ""Na2O_mol_frac"": 0.0320000028610229, ""SiO2_mol_frac"": 0.5260000228881836, ""ZrO2_mol_frac"": 0.0840000057220459}",88800003051.75781,2819.999933242798,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 86, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-210-20035,SG-210-20035,silicate,"{""GeO2_mol_frac"": 0.1039999961853027, ""K2O_mol_frac"": 0.0209999990463256, ""Li2O_mol_frac"": 0.23, ""Na2O_mol_frac"": 0.0309999990463256, ""SiO2_mol_frac"": 0.5209999847412109, ""ZrO2_mol_frac"": 0.0830000019073486}",90500000000.0,2917.9999828338623,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 87, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-210-20036,SG-210-20036,silicate,"{""GeO2_mol_frac"": 0.1, ""K2O_mol_frac"": 0.02, ""Li2O_mol_frac"": 0.22, ""Na2O_mol_frac"": 0.03, ""SiO2_mol_frac"": 0.5, ""ZrO2_mol_frac"": 0.08}",101000000000.0,3482.0001125335693,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 88, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-210-20037,SG-210-20037,silicate,"{""GeO2_mol_frac"": 0.095, ""K2O_mol_frac"": 0.0189999997615814, ""Li2O_mol_frac"": 0.2089999961853027, ""Na2O_mol_frac"": 0.0279999995231628, ""SiO2_mol_frac"": 0.4729999923706054, ""ZrO2_mol_frac"": 0.0759999990463256}",108000000000.0,3892.999887466431,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 89, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-210-20038,SG-210-20038,silicate,"{""GeO2_mol_frac"": 0.0889999961853027, ""K2O_mol_frac"": 0.0179999995231628, ""Li2O_mol_frac"": 0.1970000076293945, ""Na2O_mol_frac"": 0.0270000004768371, ""SiO2_mol_frac"": 0.4470000076293945, ""ZrO2_mol_frac"": 0.0719999980926513}",115000000000.0,4335.000038146973,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 90, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-210-20039,SG-210-20039,silicate,"{""GeO2_mol_frac"": 0.105, ""K2O_mol_frac"": 0.0209999990463256, ""Na2O_mol_frac"": 0.2639999961853028, ""SiO2_mol_frac"": 0.5259999847412109, ""ZrO2_mol_frac"": 0.0839999961853027}",70500000000.0,2851.0000705718994,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 91, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-210-20040,SG-210-20040,silicate,"{""GeO2_mol_frac"": 0.1, ""K2O_mol_frac"": 0.02, ""Na2O_mol_frac"": 0.25, ""SiO2_mol_frac"": 0.5, ""ZrO2_mol_frac"": 0.08}",82900001525.8789,3415.99988937378,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 92, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-210-20041,SG-210-20041,silicate,"{""GeO2_mol_frac"": 0.095, ""K2O_mol_frac"": 0.0189999997615814, ""Na2O_mol_frac"": 0.2370000076293945, ""SiO2_mol_frac"": 0.4729999923706054, ""ZrO2_mol_frac"": 0.0759999990463256}",94099998474.1211,3875.999927520752,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 93, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-213-20051,SG-213-20051,germanate,"{""GeO2_mol_frac"": 0.7347537994384765, ""MgO_mol_frac"": 0.0580455541610717, ""Na2O_mol_frac"": 0.1036002922058105, ""RO_mol_frac"": 0.0580455541610717, ""SiO2_mol_frac"": 0.1036002922058105}",72400001525.8789,3789.9999618530273,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 94, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-213-20052,SG-213-20052,germanate,"{""GeO2_mol_frac"": 0.6934812927246093, ""MgO_mol_frac"": 0.1109570026397705, ""Na2O_mol_frac"": 0.0977808570861816, ""RO_mol_frac"": 0.1109570026397705, ""SiO2_mol_frac"": 0.0977808570861816}",73599998474.1211,3740.999937057495,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 95, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-213-20053,SG-213-20053,germanate,"{""GeO2_mol_frac"": 0.6535948181152343, ""MgO_mol_frac"": 0.1620915031433105, ""Na2O_mol_frac"": 0.092156867980957, ""RO_mol_frac"": 0.1620915031433105, ""SiO2_mol_frac"": 0.092156867980957}",75400001525.8789,3697.999954223633,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 96, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-213-20054,SG-213-20054,germanate,"{""CaO_mol_frac"": 0.0823192596435546, ""GeO2_mol_frac"": 0.7158196258544922, ""Na2O_mol_frac"": 0.1009305667877197, ""RO_mol_frac"": 0.0823192596435546, ""SiO2_mol_frac"": 0.1009305667877197}",78099998474.1211,3892.999887466431,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 97, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-213-20055,SG-213-20055,germanate,"{""CaO_mol_frac"": 0.1587926483154297, ""GeO2_mol_frac"": 0.6561679840087891, ""Na2O_mol_frac"": 0.0925196838378906, ""RO_mol_frac"": 0.1587926483154297, ""SiO2_mol_frac"": 0.0925196838378906}",80500000000.0,3869.999885559082,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 98, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-213-20056,SG-213-20056,germanate,"{""CaO_mol_frac"": 0.2309538078308105, ""GeO2_mol_frac"": 0.5998800277709961, ""Na2O_mol_frac"": 0.0845830917358398, ""RO_mol_frac"": 0.2309538078308105, ""SiO2_mol_frac"": 0.0845830917358398}",81599998474.1211,3809.999942779541,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 99, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-213-20057,SG-213-20057,germanate,"{""GeO2_mol_frac"": 0.7347537994384765, ""Na2O_mol_frac"": 0.1036002922058105, ""RO_mol_frac"": 0.0580455541610717, ""SiO2_mol_frac"": 0.1036002922058105, ""ZnO_mol_frac"": 0.0580455541610717}",68599998474.12109,3848.999977111816,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 100, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-213-20058,SG-213-20058,germanate,"{""GeO2_mol_frac"": 0.6896552276611329, ""Na2O_mol_frac"": 0.0972413921356201, ""RO_mol_frac"": 0.1158620738983154, ""SiO2_mol_frac"": 0.0972413921356201, ""ZnO_mol_frac"": 0.1158620738983154}",65599998474.12109,3869.999885559082,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 101, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-213-20059,SG-213-20059,germanate,"{""GeO2_mol_frac"": 0.6459947967529297, ""Na2O_mol_frac"": 0.0910852718353271, ""RO_mol_frac"": 0.1718346214294433, ""SiO2_mol_frac"": 0.0910852718353271, ""ZnO_mol_frac"": 0.1718346214294433}",66099998474.12109,3914.9999618530273,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 102, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-213-20060,SG-213-20060,germanate,"{""GeO2_mol_frac"": 0.6031363296508789, ""Na2O_mol_frac"": 0.0850422191619873, ""RO_mol_frac"": 0.2267792510986328, ""SiO2_mol_frac"": 0.0850422191619873, ""ZnO_mol_frac"": 0.2267792510986328}",66900001525.87891,3973.999977111816,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 103, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-213-20061,SG-213-20061,germanate,"{""GeO2_mol_frac"": 0.5599103927612304, ""Na2O_mol_frac"": 0.0789473676681518, ""RO_mol_frac"": 0.2821948432922364, ""SiO2_mol_frac"": 0.0789473676681518, ""ZnO_mol_frac"": 0.2821948432922364}",68500000000.0,4053.999900817871,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 104, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-213-20062,SG-213-20062,germanate,"{""GeO2_mol_frac"": 0.7440475463867188, ""Na2O_mol_frac"": 0.1049107074737548, ""RO_mol_frac"": 0.0461309480667114, ""SiO2_mol_frac"": 0.1049107074737548, ""SrO_mol_frac"": 0.0461309480667114}",77900001525.8789,3986.999988555908,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 105, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-213-20063,SG-213-20063,germanate,"{""GeO2_mol_frac"": 0.7082152557373047, ""Na2O_mol_frac"": 0.099858341217041, ""RO_mol_frac"": 0.0920679855346679, ""SiO2_mol_frac"": 0.099858341217041, ""SrO_mol_frac"": 0.0920679855346679}",80000000000.0,4076.000213623047,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 106, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-213-20064,SG-213-20064,germanate,"{""GeO2_mol_frac"": 0.6715916442871094, ""Na2O_mol_frac"": 0.0946944236755371, ""RO_mol_frac"": 0.1390194702148437, ""SiO2_mol_frac"": 0.0946944236755371, ""SrO_mol_frac"": 0.1390194702148437}",81000000000.0,4133.999824523926,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 107, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-213-20065,SG-213-20065,germanate,"{""GeO2_mol_frac"": 0.6349206161499024, ""Na2O_mol_frac"": 0.089523811340332, ""RO_mol_frac"": 0.1860317420959472, ""SiO2_mol_frac"": 0.089523811340332, ""SrO_mol_frac"": 0.1860317420959472}",80500000000.0,4158.999919891357,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 108, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-213-20066,SG-213-20066,germanate,"{""GeO2_mol_frac"": 0.5973715591430664, ""Na2O_mol_frac"": 0.084229393005371, ""RO_mol_frac"": 0.234169635772705, ""SiO2_mol_frac"": 0.084229393005371, ""SrO_mol_frac"": 0.234169635772705}",78900001525.8789,4177.999973297119,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 109, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-213-20067,SG-213-20067,germanate,"{""GeO2_mol_frac"": 0.5599103927612304, ""Na2O_mol_frac"": 0.0789473676681518, ""RO_mol_frac"": 0.2821948432922364, ""SiO2_mol_frac"": 0.0789473676681518, ""SrO_mol_frac"": 0.2821948432922364}",76500000000.0,4178.999900817871,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 110, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-213-20068,SG-213-20068,germanate,"{""GeO2_mol_frac"": 0.7513148498535156, ""Na2O_mol_frac"": 0.1059353923797607, ""RO_mol_frac"": 0.0368144249916076, ""SiO2_mol_frac"": 0.1059353923797607}",71599998474.1211,3960.9999656677246,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 111, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-213-20069,SG-213-20069,germanate,"{""GeO2_mol_frac"": 0.724637680053711, ""Na2O_mol_frac"": 0.1021739196777343, ""RO_mol_frac"": 0.0710144901275634, ""SiO2_mol_frac"": 0.1021739196777343}",71800003051.75781,4063.000202178955,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 112, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-213-20070,SG-213-20070,germanate,"{""GeO2_mol_frac"": 0.6934812927246093, ""Na2O_mol_frac"": 0.0977808570861816, ""RO_mol_frac"": 0.1109570026397705, ""SiO2_mol_frac"": 0.0977808570861816}",72099998474.1211,4178.999900817871,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 113, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-213-20071,SG-213-20071,germanate,"{""GeO2_mol_frac"": 0.6640106201171875, ""Na2O_mol_frac"": 0.0936254978179931, ""RO_mol_frac"": 0.1487383842468261, ""SiO2_mol_frac"": 0.0936254978179931}",72400001525.8789,4294.000148773193,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 114, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-213-20072,SG-213-20072,germanate,"{""GeO2_mol_frac"": 0.6333122253417969, ""Na2O_mol_frac"": 0.0892970275878906, ""RO_mol_frac"": 0.1880937194824218, ""SiO2_mol_frac"": 0.0892970275878906}",71900001525.8789,4407.9999923706055,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 115, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-213-20073,SG-213-20073,germanate,"{""GeO2_mol_frac"": 0.5998800277709961, ""Na2O_mol_frac"": 0.0845830917358398, ""RO_mol_frac"": 0.2309538078308105, ""SiO2_mol_frac"": 0.0845830917358398}",73000000000.0,4552.000045776367,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 116, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-213-20074,SG-213-20074,germanate,"{""GeO2_mol_frac"": 0.5672149658203125, ""Na2O_mol_frac"": 0.0799773120880126, ""RO_mol_frac"": 0.2728304100036621, ""SiO2_mol_frac"": 0.0799773120880126}",72199996948.24219,4679.999828338623,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 117, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-213-20128,SG-213-20128,germanate,"{""GeO2_mol_frac"": 0.767459716796875, ""Na2O_mol_frac"": 0.1082118225097656, ""SiO2_mol_frac"": 0.1082118225097656}",69900001525.8789,3861.000061035156,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 118, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-213-20129,SG-213-20129,germanate,"{""GeO2_mol_frac"": 0.755287094116211, ""Na2O_mol_frac"": 0.1064954757690429, ""SiO2_mol_frac"": 0.1064954757690429}",68900001525.8789,3865.000009536743,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 119, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-213-20130,SG-213-20130,germanate,"{""GeO2_mol_frac"": 0.7418398284912109, ""Na2O_mol_frac"": 0.1045994186401367, ""SiO2_mol_frac"": 0.1045994186401367}",68500000000.0,3868.99995803833,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 120, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-213-20131,SG-213-20131,germanate,"{""GeO2_mol_frac"": 0.7293946075439454, ""Na2O_mol_frac"": 0.1028446388244628, ""SiO2_mol_frac"": 0.1028446388244628}",68300003051.75781,3871.999979019165,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 121, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-213-20132,SG-213-20132,germanate,"{""GeO2_mol_frac"": 0.7183908081054687, ""Na2O_mol_frac"": 0.1012931060791015, ""SiO2_mol_frac"": 0.1012931060791015}",67300003051.75781,3872.999906539917,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 122, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-214-20077,SG-214-20077,germanate,"{""B2O3_mol_frac"": 0.112188377380371, ""GeO2_mol_frac"": 0.6925208282470703, ""Na2O_mol_frac"": 0.0976454448699951, ""SiO2_mol_frac"": 0.0976454448699951}",62700000762.93945,3502.000093460083,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 123, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-214-20079,SG-214-20079,germanate,"{""B2O3_mol_frac"": 0.2391691207885742, ""GeO2_mol_frac"": 0.593471794128418, ""Na2O_mol_frac"": 0.0836795234680175, ""SiO2_mol_frac"": 0.0836795234680175}",52900001525.87891,3190.000057220459,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 124, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-214-20080,SG-214-20080,germanate,"{""B2O3_mol_frac"": 0.2998361778259277, ""GeO2_mol_frac"": 0.546149673461914, ""Na2O_mol_frac"": 0.0770071029663086, ""SiO2_mol_frac"": 0.0770071029663086}",49799999237.06055,3051.0001182556152,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 125, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-214-20081,SG-214-20081,germanate,"{""B2O3_mol_frac"": 0.3469179534912109, ""GeO2_mol_frac"": 0.5094243240356445, ""Na2O_mol_frac"": 0.0718288326263427, ""SiO2_mol_frac"": 0.0718288326263427}",46099998474.121086,2924.999952316284,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 126, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-214-20082,SG-214-20082,germanate,"{""B2O3_mol_frac"": 0.4031657409667968, ""GeO2_mol_frac"": 0.4655493545532226, ""Na2O_mol_frac"": 0.0656424570083618, ""SiO2_mol_frac"": 0.0656424570083618}",43799999237.06055,2818.000078201294,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 127, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-214-20084,SG-214-20084,germanate,"{""Al2O3_mol_frac"": 0.0280515551567077, ""GeO2_mol_frac"": 0.7581501007080078, ""Na2O_mol_frac"": 0.1068991661071777, ""SiO2_mol_frac"": 0.1068991661071777}",65800003051.75781,3723.999977111816,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 128, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-214-20085,SG-214-20085,germanate,"{""Al2O3_mol_frac"": 0.0482553815841674, ""GeO2_mol_frac"": 0.7423905181884766, ""Na2O_mol_frac"": 0.1046770668029785, ""SiO2_mol_frac"": 0.1046770668029785}",62500000000.0,3608.000040054321,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 129, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-214-20086,SG-214-20086,germanate,"{""Al2O3_mol_frac"": 0.0710144901275634, ""GeO2_mol_frac"": 0.724637680053711, ""Na2O_mol_frac"": 0.1021739196777343, ""SiO2_mol_frac"": 0.1021739196777343}",59200000762.93945,3479.0000915527344,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 130, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-214-20087,SG-214-20087,germanate,"{""Al2O3_mol_frac"": 0.0914245128631591, ""GeO2_mol_frac"": 0.7087171936035156, ""Na2O_mol_frac"": 0.0999291324615478, ""SiO2_mol_frac"": 0.0999291324615478}",55599998474.121086,3361.999988555908,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 131, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-214-20091,SG-214-20091,germanate,"{""GeO2_mol_frac"": 0.7309941864013672, ""Na2O_mol_frac"": 0.1030701828002929, ""SiO2_mol_frac"": 0.1030701828002929}",75900001525.8789,4231.99987411499,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 132, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-214-20092,SG-214-20092,germanate,"{""GeO2_mol_frac"": 0.7158196258544922, ""Na2O_mol_frac"": 0.1009305667877197, ""SiO2_mol_frac"": 0.1009305667877197}",77400001525.8789,4329.999923706055,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 133, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
